equation,complexity,loss
0,0,292500000.0
82.64*X3,3,18.308792035212623
41.80*X3 + 62.04,5,6.778430614746921
169.77 - 48.74/X3,6,4.659689166605889
51.16*X1 + 35.60*X4 + 0.57,7,3.3310230810937953
42.38*X3 + 60.03 + 0.51/X6,8,3.2025667748971345
32.97*X1 + 122.41 - 42.78/X3,9,2.6114604353689246
226.74 - 76.71/X3 - 14.45/X2,10,1.531747418635401
216.81 - 60.40/X3 - 27.08/(X2*X3),11,1.452216185747714
61.16*X3 + 62.99 - 0.46/X6 - 13.41/X2,12,1.0775235832976469
-2.76*X6 + 80.54*log(X3) + 139.18 - 14.86/X2,13,0.8925259057013943
86.53*log(X3) + 128.30 + 2.78/X6 - 14.72/X2,14,0.6402091270413551
-8.57*X1*X4*X6 + 88.90*log(X3) + 150.15 - 16.51/X2,15,0.5951429005896783
-3.38*X1*X3 - 6.50*X1 + 73.60*X3 + 65.00 - 16.42/X2,16,0.5733579125900258
-9.30*X4 + 93.87*log(X3) + 140.22 + 2.64/X6 - 13.67/X2,17,0.46659296127771893
157.83*X3**0.50 - 3.86*X4 - 27.16 + 0.15/X6**2 - 13.75/X2,19,0.4096412147679114
-57.54*X6*log(X2) + 85.08*log(X2) + 225.03 - 97.02/X3 + 0.82*log(X2)/X1,20,0.3031640217044966
121.13*X3**0.50 + 11.78*X3 - 4.82*X6 - 14.23*log(X1) - 165.99*exp(-2.71*X2),21,0.2610702424548093
21.92*X3*log(X1) + 51.54*X3 - 40.32*X4 + 4.87*X5*log(X1) + 11.87*X5 - 34.23*X6*log(X1) + 0.98*X6 + 88.96,28,0.23295148327941106
33.87*X1*X4 + 45.31*X1*log(X2) - 2.35*X4*X5 + 17.79*X4*X6 + 24.33*X5*log(X2) - 95.90*X6*log(X2) + 37.63,29,0.15500996506103157
44.50*X1*X3 - 5.47*X1*X5 - 0.41*X1*X6 - 61.62*X3*log(X1) - 16.97*X4 + 49.37*X5*log(X1) - 24.33*X6*log(X1) + 77.70,31,0.10827947821022156
33.66*X1*X3 + 6.48*X1*X5 - 2.14*X1*X6 - 35.81*X3*log(X1) + 9.40*X5*log(X1) - 13.04*X6*log(X1) + 70.38 - 9.94/X2,33,0.01217200110600624
