equation,complexity,loss
0,0,292500000.0
82.65*X3,3,16.889621941678698
126.35 - 0.79*X6,4,6.255949672578583
35.56*X1 + 80.33,5,3.472455940635801
32.37*X1*X4 + 65.09,6,2.1893881198268845
50.17*X3 + 26.58*exp(0.43*X2),8,1.9992839176918549
47.69*X2*X3 - 26.78*X2 + 84.03,9,1.1509995532043267
66.15*X3 + 53.12 - 7.05*X3/X2,10,0.6261536392495851
61.82*X3 + 55.05*exp(0.09*X6) - 13.08/X2,12,0.5842012456282069
80.60*log(X3) + 139.36*exp(-0.02*X6) - 14.87/X2,13,0.41835987532619806
-2.09*X6 + 83.65*log(X3) + 135.15 - 5.85*X4/X2,14,0.3365741842931274
65.81*X3 + 56.88 + 0.68/(0.68*log(X2) + 1) - 12.59/X2,15,0.2931471464102237
70.65*X2 + 20.78*X6 + 119.86 + 20.42/X6 - 162.87/X3,16,0.28215606745346355
61.68*X1 + 18.86*X5 + 55.30*X6 + 69.87*log(X3) - 98.45 + 20.55/X6,19,0.10020060656213808
56.94*X1*X3 - 50.46*X1 - 29.72*X3**2 + 36.98*X3 + 12.28*X6 + 89.41,20,0.09407549518433621
(X6*(101.77*X1*log(X3) - 6.80*X1 - 109.98*log(X3) + 154.30) - 5.98*log(X3) - 13.34)/X6,23,0.08979370483187954
34.12*X1*X4 + 11.76*X1 - 15.21*X4 + 15.73*X5 - 2.40*X6 + 14.33/log(X2) + 0.36/X6 + 21.00/X1,28,0.04490324266440887
(-1.94*X3 + X6*(55.44*X2*X3 - 17.41*X2*log(X1) + 9.31*X3*X4 + 10.62*X4*log(X1) + 31.20) - 18.53*log(X1))/X6,30,0.032855705017269206
(-0.80*X1 - 0.40*X5 + (34.95*X1**2 + 6.48*X1*X5 - 57.58*X1*X6 + 5.65*X1 + 56.90*X5*X6 - 22.57*X5 + 42.64)*log(X1))/log(X1),34,0.0136241191764871
(X3*(28.03*X1*log(X1) + 95.00*X1 - 60.92*X2*log(X1) + 20.33*X2 - 0.15*X3 - 14.06*log(X1)*log(X5) + 21.76*log(X5)) - 49.74*log(X1) - 15.20)/X3,37,0.0057408960878891704
89.02*X1*X5**0.12 - 20.64*X1*log(X1) + 6.12*X2*X5**0.12 - 26.86*X2*log(X1) - 11.59*X3 + 56.78*X5**0.12*log(X3) - 21.62*X5**0.12*log(X4*X6) + 13.96*log(X1)*log(X3) - 67.80*log(X1)*log(X4*X6),53,0.003601727080769284
