equation,complexity,loss
0,0,305217391.3043478
82.64*X3,3,15.965797825857218
126.36 - 0.81*X6,4,12.068201356279078
41.80*X3 + 62.04,5,5.616359965131033
175.63 - 52.74/X3,6,4.22708915481501
51.43*X1 + 34.02*X4 + 2.05,8,2.734868607927165
42.57*X2*X3 + 24.06*X4 + 17.68,9,2.0632059177064557
226.73 - 76.71/X3 - 14.45/X2,10,1.3085730034866856
61.16*X3 + 62.99 - 0.46/X6 - 13.40/X2,12,0.8886197611706643
-2.78*X6 + 80.63*log(X3) + 139.25 - 14.89/X2,13,0.7661567643541002
38.30*X1 + 64.27*X2 + 0.26*X6 + 124.90 - 164.06/X4,14,0.49093544442716247
-43.23*X1 + 247.99*X2 - 70.95*X6 + 349.04*log(X4) - 206.12,15,0.3864779939473859
-195.81*X4 + 10.59*X6 + 50.06*log(X1) + 326.17*log(X4) + 313.78,16,0.32681131273662745
77.05*X1 - 7.25*X4 + 27.23*X6 - 2.38*exp(1.64*X2) + 51.16,17,0.2793084817174251
117.96*X1 + 26.98*X4 - 8.87*X5 + 10.67*X6 - 54.25 - 73.42*log(X1)/X5,20,0.1629013622737819
88.63*X1 + 57.81*X2*X4 - 10.20*X2*X6 - 43.88*X2 - 5.45*X4 - 0.08*X5 - 55.55*log(X1),23,0.09505791643914381
64.25*X2*X6 + 13.76*X2*log(X1) + 94.13*X2*log(X4) - 104.11*X6 - 5.82*log(X1) + 21.08*log(X4) + 120.22,27,0.08229472177921032
54.35*X1*X2 - 40.34*X1*log(X1) + 150.47*X1*log(X4) + 6.37*X2 + 9.99*X6 - 63.59*log(X1) - 62.58*log(X4),28,0.07896201549174137
(X2*(53.99*X1 + 84.53*X2*log(X4) - 17.44*log(X1)*log(X4) - 41.44*log(X4) + 48.51) + 1.56*log(X1) + 5.50)/X2,29,0.06394277924793818
(X2*(43.90*X1*X6 - 8.70*X1*log(X1) + 88.10*X1*log(X4) + 96.01) - 24.82*X6 - 16.55*log(X1) - 7.42*log(X4))/X2,30,0.02606445368357286
19.16*X1*X5 - 39.79*X1*X6 + 61.09*X1*log(X1) + 29.12*X1*log(X4) - 17.46*X3*X5 + 29.99*X3*X6 - 14.71*X3*log(X1) + 2.18*X3*log(X4) + 92.80,38,0.011121703223204783
14.22*X1*X5*X6 - 43.68*X1*X6 + 56.51*X1*log(X1) + 30.36*X1*log(X4) - 12.58*X3*X5*X6 + 40.80*X3*X6 - 5.41*X3*log(X1) - 13.67*X3*log(X4) + 94.21,40,0.005983971007219221
67.62*X1*X5 + 46.79*X1*log(X1) - 31.52*X1*log(X4) - 52.61*X1*log(X6) - 18.74*X1 - 65.43*X3*X5 - 45.15*X3*log(X1) + 83.72*X3*log(X4) + 38.94*X3*log(X6) + 67.62*X3,44,0.004437317740451065
79.66*X1*X6 + 12.61*X1*log(X1) - 29.39*X1*log(X3) - 34.18*X2*X6 - 52.49*X2*log(X1) + 23.00*X2*log(X3) + 0.99*X6*log(X1) + 68.29*log(X1)**2 + 127.70*log(X1)*log(X3) + 79.66,46,0.004219650721209617
80.29*X1*X6 + 14.66*X1*log(X1) - 31.71*X1*log(X3) - 34.29*X2*X6 - 56.40*X2*log(X1) + 24.94*X2*log(X3) + 2.82*X6*log(X1) + 69.50*log(X1)**2 + 128.34*log(X1)*log(X3) + 80.29,47,0.0038086780912705044
61.78*X1*X6 - 26.64*X1*log(X3) - 5.52*X1*log(X1*X2) - 17.76*X6**2 - 60.84*X6*log(X1) + 53.16*X6*log(X3) + 2.98*X6*log(X1*X2) + 184.31*log(X1)*log(X3) + 23.61*log(X1)*log(X1*X2) + 61.78,51,0.002795999344869836
69.24*X1**0.50*X6 + 22.64*X1**0.50*log(X1) - 10.23*X1**0.50*log(X3) - 15.54*X2*X6**2 - 27.35*X2*X6*log(X1) + 10.11*X2*X6*log(X3) - 3.47*X6*log(X1) + 48.03*log(X1)**2 + 82.84*log(X1)*log(X3) + 69.24,57,0.0027483108132815097
