equation,complexity,loss
0,0,305217391.3043478
82.65*X3,3,17.397801872611005
41.79*X3 + 62.03,5,5.7670186643168515
175.74 - 53.07/X3,6,4.321778756654904
51.05*X1 + 35.63*X4 + 0.73,7,2.809981910190689
51.33*X1 + 33.91*X4 + 2.19,8,2.8062475809853487
42.56*X2*X3 + 24.06*X4 + 17.67,9,2.215481751145617
226.71 - 76.67/X3 - 14.45/X2,10,1.3627668835453968
60.84*X3 + 63.34 - 0.46/X6 - 13.34/X2,12,0.8938925939890012
47.89*X2*X3 - 26.86*X2 + 83.53 + 0.12/(X1*X6),13,0.653602876804253
49.62*X1 + 0.69*X2 + 7.55*X6 + 109.75 - 69.81/X4,14,0.6436316773559553
-55.62*X1 + 286.05*X2 - 80.93*X6 + 396.05*log(X4) - 243.62,15,0.3692321756854939
18.49*X1*X4 + 40.11*X2*X4 + 18.26*X5 - 6.07*X6 + 8.21,16,0.28841539413146555
11.11*X1*X4 + 62.08*X2*X4 + 11.69*X4*X5 - 18.78*X6 - 6.88,17,0.20018729117887019
-0.44*X1*X4 + 40.25*X2*X4 + 47.57*X3 - 3.15*X4*X5 - 8.23*X6 + 7.60,19,0.1428457708646276
(15.82*X1 - 12.17*X2 + 17.11*X5 + X6*(-5.23*X1*X4 + 47.78*X2*X4 + 0.72*X4*X5 + 9.50))/X6,25,0.06718785017030003
18.61*X1*X4 - 7.89*X1*X6 + 11.67*X1*log(X3) - 5.52*X1 - 31.45*X4*X5 + 23.21*X5*X6 + 67.24*X5*log(X3) + 112.86,31,0.030741749716774684
18.14*X1*X4 - 4.73*X1*X6 + 21.05*X1*log(X3) + 0.58*X1 - 29.00*X4*X5 + 34.39*X5*X6 + 80.13*X5*log(X3) + 29.62 + 43.60/X3,34,0.01222368912795868
20.83*X1*X4 - 49.28*X1*X6 + 2.12*X1*log(X3) + 39.89*X1 - 13.20*X4*X5 + 37.13*X5*X6 + 0.84*X5*log(X3) + 78.36 + 2.06/log(X1),35,0.010359084043002233
20.65*X1*X4 - 47.93*X1*X6 + 1.89*X1*log(X3) + 39.42*X1 - 14.11*X4*X5 + 37.46*X5*X6 + 4.62*X5*log(X3) + 77.10 + 1.90/log(X1),36,0.009301608897248083
1.11*X1*log(X1) + 100.69*X1 - 69.10*X6*log(X1) - 26.27*X6 + 11.69*log(X1)*log(X2) + 43.29*log(X1)*log(X5) - 8.68*log(X2) + 9.88*log(X4) + 2.55*log(X5),40,0.004752799195754307
45.73*X1*X4 - 17.85*X1*log(X1) + 2.71*X4*X6 + 15.38*X4*log(X2) - 0.82*X4*log(X5) - 10.91*X6*log(X1) + 38.76*log(X1)*log(X2) + 24.55*log(X1)*log(X5) + 41.69,41,0.004362485999954972
46.89*X1*X4 - 19.94*X1*log(X1) + 1.77*X4*X6 + 17.48*X4*log(X2) + 2.18*X4*log(X5) - 12.03*X6*log(X1) + 38.04*log(X1)*log(X2) + 18.58*log(X1)*log(X5) + 41.64,42,0.003996023693030468
72.16*X1*X4**0.50 - 6.48*X1*log(X2) + 4.12*X4**0.50*X6 - 38.09*X4**0.50*log(X1) - 15.15*X4**0.50*log(X5) - 11.49*X6*log(X2) + 9.61*log(X1)*log(X2) + 48.82*log(X2)*log(X5) + 34.92,50,0.0013073919083236697
47.46*X1*X4**0.50 + 24.85*X1*log(X1) - 3.93*X1 - 6.18*X4**0.50*X6 + 28.71*X4**0.50*log(X2) + 64.23*X4**0.50*log(X5)**2 - 40.17*X6*log(X1) - 0.41*log(X1)*log(X2) - 31.85*log(X1)*log(X5)**2 + 47.46*log(X4),58,0.0010071448379134844
