equation,complexity,loss
0,0,292500000.0
82.65*X3,3,15.59514844479581
126.36 - 0.80*X6,4,6.130285674545754
35.56*X1 + 80.33,5,3.4738866771757535
32.37*X1*X4 + 65.10,6,2.1974622529564685
47.70*X2*X3 - 26.78*X2 + 84.04,9,1.1824834398680624
66.16*X3 + 53.11 - 7.05*X3/X2,10,0.7317398570757261
65.97*X3 + 61.41*exp(-0.08*X3) - 13.33/X2,12,0.6349943152490883
80.57*log(X3) + 139.38*exp(-0.02*X6) - 14.87/X2,13,0.5467193953107372
84.47*log(X3) + 151.24 - 13.90*exp(0.73*X1*X6)/X2,14,0.31130016128739785
60.68*X3 + 2.06*X5 + 8.40*exp(0.39*X6) + 46.68 - 13.19/X2,17,0.21867613718459378
(81.88*X1 - 51.90*X3 + X6*(-58.64*X1 + 103.80*X3 + 63.53) - 47.13)/X6,19,0.20710465503072487
52.27*X2*X4 - 7.28*X2*X6 + 21.86*X2*log(X3) + 71.92 - 18.78*X2/X1,20,0.1300896445402686
147.37*X3**0.50 + 0.66*X6 + 2.12/(0.51*X3 - 1) + 15.38/(0.14*X1 - 1) - 4.85/X2,23,0.1132923136263933
(-69.57*X1 + X3*(59.87*X1*log(X1) + 54.27*X1 - 6.68*X4*log(X1) - 33.16*X4 + 38.89) + 97.55*X4)/X3,27,0.06342933039176092
55.55*X1*X3 - 14.67*X1*log(X1) - 38.42*X1 + 33.33*X2 - 22.84*X3*X4*log(X3) - 13.34*X4*log(X1)*log(X3) + 39.82*X4,31,0.04596854068558227
(5.29*X1 + (-34.64*X1*log(X1) + 55.59*X1 + 41.29*X4 + 7.38*X6 + 67.57*log(X1)*log(X3))*log(X1) + 7.29*log(X3))/log(X1),32,0.017483424784171264
65.97*X1*X3 - 50.50*X1*log(X1) + 16.00*X1 - 18.97*X3*X4*log(X3) - 30.63*X4*log(X1)*log(X3) - 24.20*X4*log(X3) + 21.80*X4 + 11.52*X6,36,0.016553379987316347
(4.49*X1 + (43.76*X1*X3 - 62.68*X1*log(X1) + 37.44*X1 - 38.75*X3*log(X3) + 29.81*X4 + 6.82*X6 + 6.49*log(X1)*log(X3))*log(X1) + 5.44*log(X3))/log(X1),41,0.008941554867488136
(0.20*X1 + 0.85*X4*log(X3) + (59.09*X1*X3 - 60.86*X1*log(X1) + 31.96*X1 - 21.75*X3*X4*log(X3) - 23.40*X4*log(X1)*log(X3) + 12.30*X4 + 14.80*X6)*log(X1))/log(X1),42,0.003496744331542404
