equation,complexity,loss
0,0,292500000.0
82.65*X3,3,19.603265533781123
122.82 - 0.38*X4,4,11.073780305314614
41.80*X3 + 62.02,5,6.791037430148987
176.06 - 52.58/X3,6,4.560300263644563
42.33*X3 + 60.08 + 0.51/X6,8,3.1829244318730296
32.97*X1 + 122.41 - 42.77/X3,9,2.5172191198010503
226.74 - 76.72/X3 - 14.44/X2,10,1.4011368630470555
19.11*exp(0.73*X3) + 86.49*exp(-0.27/X2),11,1.2075312762943453
61.18*X3 + 62.94 - 0.45/X6 - 13.41/X2,12,1.0565139593117703
-2.75*X6 + 80.50*log(X3) + 139.19 - 14.87/X2,13,0.7643637017373494
13.85*X1*X6 + 76.59*X1*log(X4) + 34.45*X2 + 42.37,14,0.4530964506435395
-0.63*X1*X5 + 12.38*X1*X6 + 78.56*X1*log(X4) + 37.30*X2 + 41.99,17,0.351357989840148
48.94*X1*log(X5) + 46.32*X1 + 32.46*X4 - 53.21*X5 + 6.16*X6 + 79.08,19,0.34604043552064573
-0.51*X1 + 100.08*X2 + 39.52*X4 + 15.49*X6 + 21.31/X6 - 144.73/X3 + 0.76/X2,22,0.2078623380650493
(16.58*X1 - 13.00*X2 + 18.00*X5 + X6*(-6.51*X1*X4 + 47.68*X2*X4 + 0.04*X4*X5 + 12.36))/X6,25,0.10841578181003202
39.20*X1*X4 - 39.76*X1*X6 + 39.99*X1*log(X2) - 0.49*X4*X5 + 33.70*X5*X6 + 0.64*X5*log(X2) + 37.54,26,0.09810285500618432
29.44*X1*X4 - 26.46*X1*log(X1) - 45.08*X3*X4 - 0.03*X3*log(X1) + 130.01*X3 + 19.02*X6 + 1.17/X6,27,0.09226170906255433
11.45*X1*X4 + 20.22*X1*log(X3) + 80.36*X3 - 61.30*X4*log(X3) + 17.31*X6 + 3.16*log(X3)**2 + 1.41/X6,30,0.07453506319001946
(-28.12*X1 + X2*(35.32*X1*X4 - 24.72*X1*X6 + 32.92*X1 + 10.50*X4*X5 + 24.44*X5*X6 - 16.08*X5 + 46.62) + 0.45*X5)/X2,32,0.06383675624272316
(-2.59*X1 + X2*X6*(22.88*X1*X4 - 48.28*X1*X6 + 60.71*X1 - 12.67*X4*X5 + 47.64*X5*X6 - 3.08*X5 + 29.74) + 1.37*X5)/(X2*X6),35,0.03530956965219573
(-26.07*X1 + X2*(35.92*X1*X4 - 15.46*X1*X6**2 + 23.70*X1 + 5.15*X4*X5 + 10.69*X5*X6**2 - 0.35*X5 + 47.45) + 1.51*X5)/X2,36,0.03402087580080106
(-25.35*X1 + X2*(33.74*X1*X4 - 17.37*X1*X6**2 + 28.42*X1 + 5.97*X4*X5 + 11.71*X5*X6**2 - 2.29*X5 + 45.24) + 1.47*X5)/X2,37,0.02962221511949747
2.57*X1*X4 - 13.64*X1*X5 + 17.65*X1*log(X1) + 73.45*X3 - 89.98*X4*log(X3) + 86.24*X5*log(X3) + 27.75*X6 + 67.01*log(X1)*log(X3) + 2.70/X6,39,0.021959780595984486
60.43*X1**0.12*X3 - 8.39*X1**0.12*X6 + 31.51*X2*X3 - 2.20*X2*X6 - 14.92*X3**2 + 0.29*X3*X6 + 5.87*X3*log(X1) - 22.00*X6*log(X1) + 30.58,40,0.021651018173066607
79.11*X3 + 9.90*X4*log(X1) - 34.62*X4*log(X3) + 1.27*X5*log(X1) + 13.29*X5*log(X3) + 23.27*X6 + 8.94*log(X1)*log(X2) + 33.10*log(X2)*log(X3) + 4.91/X6,42,0.0032795218096821448
