equation,complexity,loss
0,0,292500000.0
82.65*X3,3,8.426348707072293
41.80*X3 + 62.04,5,5.416680661961418
169.74 - 48.73/X3,6,2.8802889617335077
51.73*X1 + 36.00*X4 - 1.00,7,2.3999031136790596
42.35*X3 + 60.07 + 0.51/X6,8,1.9508014311860598
32.98*X1 + 122.41 - 42.77/X3,9,1.7229158720131899
233.99*exp(-0.09/X2) - 78.87/X3,10,1.0023843963961279
203.68 - 66.84/X3 - 3.89/(X1*X2),11,0.9545255150955955
36.16*X1*X4 - 2.34*X5 + 15.72*X6 + 45.84,12,0.9233958141970322
87.21*log(X2) + 307.40*exp(-0.34*X2) - 76.23/X3,13,0.598373231952082
1.75*log(X1) + 225.29 - 76.07/X3 - 14.06/X2,14,0.5401432777954492
225.81 - 91.15/X3 - 27.91*X4/X2 + 57.37/X2,15,0.38328828839035856
-29.56*X1*X6/X2 + 272.49 - 98.89/X3 - 7.43*X3*X6/X2,18,0.24988509352326158
-0.72*X4 - 19.13*X6 + 21.98*log(X1) + 163.92 + 20.72/log(X2) - 61.34/X3,20,0.10813553780891082
-10.68*X4 - 9.97*X6 + 17.62*log(X1) + 67.07*log(X3) + 103.83 + 17.32/log(X2),21,0.08946360378820865
-4.62*X4 + 7.36*X5 - 12.49*X6 + 21.14*log(X1) + 51.10*log(X3) + 85.14 + 20.15/log(X2),24,0.049747476931905434
86.40*X4 + 29.69*X5 - 12.13*X6 + 42.13*log(X3) - 105.83*log(X4) + 18.51/log(X2) - 2.49/(1.50*X6 - 1) - 29.25/X1,33,0.025678479185712585
(25.18*X6 + (1.46*X6 - 1)*(56.96*X4 + 15.79*X5 - 15.06*X6 + 58.47*log(X1) - 3.71*log(X3))*log(X2) - 0.48*log(X2) - 17.24)/((1.46*X6 - 1)*log(X2)),38,0.020289906670554515
(60.20*X6 + (2.81*X6 - 1)*(45.93*X4 + 25.73*X5 - 10.23*X6 + 19.50*log(X1) + 33.98*log(X3) - 76.63*log(X4))*log(X2) - 1.70*log(X2) - 21.43)/((2.81*X6 - 1)*log(X2)),43,0.017365660471388378
