equation,complexity,loss
0,0,280800000.0
73.55*X4,3,6.692042408903178
35.56*X1 + 80.33,5,2.3075177996436405
32.37*X1*X4 + 65.08,6,1.6442444708401007
X3*(-14.81*X3*X4 + 140.52),7,1.1014217565968416
49.20*X3 + 29.34*exp(0.40*X2),8,1.0813496105152773
X3*(38.70*X2 - 17.72*X3 + 76.55),9,0.5676859813022004
79.63*log(X3) + 136.27 - 14.65/X2,10,0.4903900428062673
82.98*log(X3) + 132.99 - 5.79*X4/X2,11,0.4133690359437155
76.69*X3 - 17.69*X4*X5 + 47.10*exp(0.19*X6),12,0.3995493064448465
66.09*X3 + 47.88*exp(0.09*X6) - 6.90*X3/X2,13,0.3026860979916305
64.17*X3 + 45.23*exp(0.10*X6) - 145.30*exp(-3.58*X2),14,0.2181618010038877
164.69*X3**0.50 - 48.87 - 9.39*X3/X2 + 12.13/X1,16,0.17622385841979551
164.13*X3**0.50 - 48.87 - 3.63*X3*X4/X2 + 11.20/X1,17,0.15246240993275312
(15.88*X3 + X6*(49.65*X1 + 35.73*X5 + 59.13*X6 - 112.04) + 8.47)/X6,19,0.10369987367821298
(9.73*X1**2 + X6*(17.11*X1 + 42.64*X5 + 45.54*X6 - 58.55) + 5.14)/X6,21,0.07013182679166884
(10.60*X1**2 - 11.45*X5 + X6*(15.00*X1 + 57.67*X5 + 41.17*X6 - 57.03) + 8.30)/X6,24,0.06573540745518269
47.59*X2*X3 + 19.63*X2*X6 - 29.47*X2*log(X1) - 19.11*X3**2 + 84.51*X3 - 35.14*X6 - 3.95*log(X1),28,0.054339333195988805
45.57*X2*X3 - 42.17*X2*log(X1) + 10.12*X3*log(X3) + 12.43*X3 - 44.23*log(X1)*log(X3) + 39.66*log(X1) + 42.41,29,0.05173874499400595
(-0.81*X1 + (11.87*X1**2 + 46.47*X1*log(X3) - 5.48*X1 - 47.09*log(X3) + 90.35)*log(1/X3) - 7.77)/log(1/X3),32,0.051032111424580605
(X2*(-11.58*X1*log(X1) + 90.38*X1 + 54.59*log(X1)*log(X3) - 91.35*log(X1) + 45.42*log(X3) + 27.13) - 1.20*log(X1) - 10.24)/X2,33,0.03809619220652402
(-2.55*X1 + (32.02*X1*log(X1) + 46.97*X1*log(X3) - 14.65*log(X1) - 53.24*log(X3) + 94.20)*log(1/X3) - 6.37)/log(1/X3),34,0.029452172578887204
(X2*(-18.49*X1*log(X1) + 83.75*X1 - 68.63*X3*log(X1) + 38.64*X3 + 117.41*log(X1)*log(X3) + 25.43*log(X3) + 5.53) - 3.93*log(X1) - 18.41)/X2,37,0.01972179758094173
7.45*X1*X4 + 2.53*X1*log(X3) + 43.54*X2*X4 + 19.61*X2*log(X3) + 19.09*X3 - 6.15*X4*X6 + 21.11*X4*log(X2) + 49.28*X6*log(X3) - 91.16*log(X2)*log(X3),41,0.0146323672192068
68.26*X2*X4 + 19.34*X2*log(X3) + 10.93*X3 - 8.09*X4*X6 - 5.60*X4*log(X1) - 7.33*X4*log(X2) - 13.27*X6*log(X3) + 35.09*log(X1)*log(X3) - 26.16*log(X2)*log(X3),43,0.014085993120011178
28.74*X1*X2*X4 - 24.27*X1*X2*log(X3) + 17.56*X3 - 0.99*X4*X6 - 16.82*X4*log(X1) + 15.45*X4*log(X2) + 139.98*X6*log(X3) + 81.08*log(X1)*log(X3) - 56.47*log(X2)*log(X3),44,0.013134950620314938
71.37*X2*X4 - 29.08*X2*log(X3) - 12.70*X4*X6 - 8.83*X4*log(X1) - 2.50*X4*log(X2) + 5.32*X4 + 14.51*X6*log(X3) + 31.40*log(X1)*log(X3) - 5.13*log(X2)*log(X3) + 71.37*log(X3),47,0.009631689874871533
6.28*X1*X4 + 4.70*X1*log(X3) + 61.20*X2*X4 + 1.24*X2*log(X3) + 14.57*X3 - 8.35*X4*X6 - 4.95*X4*log(X1) - 8.24*X4*log(X2) + 7.11*X6*log(X3) + 6.28*log(X1)*log(X3) + 6.28*log(X2)*log(X3),52,0.0072706697245098015
54.95*X1*X4**0.50 - 28.66*X1*log(X3) + 26.60*X2*X4**0.50 + 7.57*X2*log(X3) + 19.37*X3 - 4.19*X4**0.50*X6 - 47.97*X4**0.50*log(X1) - 15.29*X4**0.50*log(X2) + 6.15*X6*log(X3) + 54.95*log(X1)*log(X3) + 54.95*log(X2)*log(X3),62,0.006962066610467813
