equation,complexity,loss
0,0,280800000.0
82.65*X3,3,9.56419655322175
41.80*X3 + 62.03,5,5.351594926354762
170.36 - 49.25/X3,6,2.852750217330349
51.08*X1 + 35.77*X4 + 0.51,7,2.390632232965465
42.34*X3 + 60.07 + 0.51/X6,8,1.8619247415765257
32.98*X1 + 122.40 - 42.77/X3,9,1.6854369418582125
226.73 - 76.71/X3 - 14.45/X2,10,1.019460565197563
22.20*log(X1*X2) + 191.85 - 69.47/X3,11,0.8599319435893094
59.93*X3 - 14.12*X4 + 86.42 - 7.78/(X2*X6),13,0.5768425945128282
64.59*X3 - 58.00 + 129.97*exp(-0.26/X2) - 0.50/X6,14,0.4700968362960286
90.43*log(X3) - 85.22 + 218.76*exp(-0.10/X2) + 2.96/X6,16,0.3363164926138611
61.32*X3 + 4.26*X4 + 54.17 - 138.50*exp(-2.58*X2) - 0.75/X6,17,0.28114316616333357
62.07*X3 + 9.16*X4 + 46.41 - 141.63*exp(-2.20*X2) + 0.09/(X5*X6),18,0.23028895058585028
106.05*X3**0.50 + 24.04*X3 - 1.08*X6 - 12.49*log(X1) - 153.38*exp(-2.03*X2),21,0.20133505439513633
(X1*(39.93*X1*X3 + 41.94*X3*log(X5) - 39.41*X3 + 16.87*X6 + 31.18) - 34.58*log(X5) + 36.27)/X1,26,0.12053986787556643
-48.96*X1*log(X1) + 171.95*X1 + 10.56*X6 + 89.96*log(X1)*log(X3) - 121.41*log(X1) + 18.06*log(X3) - 79.80,27,0.04811041512742948
38.97*X1*X3 + 16.39*X1*log(X1) - 0.64*X1 - 83.05*X3*log(X3) + 36.38*X3 + 2.44*X6 + 46.87*log(X1)*log(X3) - 61.66*log(X1) + 38.03*log(X3) + 38.97,38,0.024400109463636493
37.48*X1*X3 + 9.80*X1*log(X1) + 4.57*X1 - 80.11*X3*log(X3) + 35.76*X3 + 3.13*X6 + 48.18*log(X1)*log(X3) - 58.02*log(X1) + 37.65*log(X3) + 37.48,39,0.023096068415797963
(12.43*X1 + X3*(37.07*X1*X3 + 13.04*X1*log(X1) - 71.89*X3*log(X3) + 40.88*X3 - 3.39*X6 + 67.68*log(X1)*log(X3) - 76.97*log(X1)) + 64.20*log(X3) + 37.07)/X3,42,0.013165519933152578
(-6.24*X1 + 13.72*X5 + (54.22*X1*X4 - 55.30*X1*log(X3) - 52.82*X1*log(X3*X6) - 57.20*X4*X5 - 18.73*X4 + 254.93*X5*log(X3) + 19.12*X5*log(X3*X6))*log(X5))/log(X5),44,0.012500958908681817
(-0.53*X1 + X3*(46.32*X1*X4**0.50 + 39.86*X1*log(X1) - 69.99*X4**0.50*log(X3) + 33.91*X4**0.50 - 9.10*X6 + 79.95*log(X1)*log(X3) - 91.03*log(X1)) + 96.88*log(X3) + 46.32)/X3,47,0.009506629274422236
71.24*X1**0.50 + 3.03*X1*X2*X3**2 - 5.70*X1*X2*X3*log(X5) + 9.38*X2*X3**2*X6 + 26.47*X2*X3*X6*log(X5) + 7.66*X3*X4 - 16.44*X3*log(X1) - 11.00*X4*log(X5) + 13.12*log(X1)*log(X5),53,0.0063481051405655416
