equation,complexity,loss
0,0,305217391.3043478
82.65*X3,3,18.8524273021222
41.80*X3 + 62.05,5,6.921680579064042
175.98 - 52.80/X3,6,4.666361753615843
42.34*X3 + 60.08 + 0.52/X6,8,3.3330992839456806
32.98*X1 + 122.40 - 42.77/X3,9,2.592492117269023
226.71 - 76.70/X3 - 14.44/X2,10,1.4092632001551026
216.88 - 60.42/X3 - 27.11/(X2*X3),11,1.4076672966493675
62.21*X3 + 60.18 - 21.59*exp(-0.65*X6)/X2,12,1.0789558787743707
-2.77*X6 + 80.64*log(X3) + 139.23 - 14.89/X2,13,0.7920928676704321
64.30*X3 - 1.26*X3/X6 + 61.57 - 13.68/X2,14,0.6807049713737515
41.67*X1 - 0.66*X2*X6 + 44.19*X2 + 171.28*X6*log(X3) - 18.53,16,0.5539176618555705
95.19*log(X3) + 126.99*exp(-0.00*X1) + 3.67/X6 - 16.19/X2,17,0.45500723723437
80.30*X3 + 0.34*X3/X6 - 26.30*X4 + 14.86*X6 + 55.41 - 9.57/X2,19,0.4424486754356064
38.93*X1*X3 - 35.65*X1 - 59.90*X3*log(X4) + 9.97*X6 + 64.78*log(X4) + 108.05,21,0.27970008022636306
54.65*X1 + 17.29*X2 + 49.52*X3 + 52.01*X5*X6 - 0.44*log(X4) - 142.80 + 15.82/X6,22,0.24458089524324764
(113.61*X3 + X5*(-16.53*X3*X4 + 18.77*X4*log(X1) + 78.13*X5 + 24.58*X6 - 93.91) - 31.03*log(X1))/X5,27,0.07960651544717436
107.80*X1**0.50 - 66.84*X1 + 54.14*X2*X3 + 3.61*X2*X6 - 29.95*X2 - 0.62*X3**2 + 3.76*X3*log(X1) + 44.35,30,0.07040143399659664
39.33*X2*X3 - 12.71*X2*X6 + 0.44*X2 - 0.97*X3**2 + 15.29*X3*X6 + 6.26*X3*log(X1) + 8.27*X4 - 6.82*X6*log(X1) + 45.29,33,0.030959380360567237
98.82*X1**0.25 + 37.67*X2*X3 - 11.65*X2*X6 - 10.87*X2 - 0.28*X3**2 + 11.80*X3*X6 + 0.52*X3*log(X1) - 17.53*X6*log(X1) - 25.60,35,0.018522604092382065
81.85*X2*X6 + 28.88*X2*log(X1) + 26.08*X4 + 132.35*X6*log(X3) - 120.44*X6 + 105.08*log(X1)*log(X3) - 74.28*log(X1) + 13.09*log(X2) + 60.44,36,0.018138304613970174
43.30*X1*X3 + 4.67*X1*X6 - 36.20*X1*log(X1) - 2.63*X3**2 + 6.94*X3*X6 - 19.18*X3*log(X1) - 4.14*X4 + 14.35*X5 + 31.62*log(X2) + 43.30,39,0.009948338973632238
16.65*X1*X4 + 92.53*X1*X6 + 35.13*X1*log(X3) - 29.61*X1*log(X6) - 61.19*X4*log(X1) - 38.79*X6*log(X1) + 209.51*log(X1)*log(X3) + 180.46*log(X1)*log(X6) - 9.54/X2,44,0.006350807716656859
