equation,complexity,loss
0,0,292500000.0
504.23*X1,3,50.79849693254786
122.27*X1 + 486.00,5,9.750590295549298
570.57*exp(0.17*X1) - 74.26,7,9.587286306197758
-60.71*X2 + 536.42*exp(0.22*X1),8,6.745540984078953
(227.21*X1 - 583.45)/(0.40*X1 - 1),9,4.12343309061524
158.20*X1 - 51.42*X2 + 497.82 - 0.19/log(X1),12,3.6276021812206714
187.16*X1 - 1.50*X2*exp(0.70*X2**2) + 456.78,13,2.914713664926442
-92.85*X1*X2 + 311.62*X1 + 446.96 + 4.95/log(X1),14,2.1046953831313187
176.82*X1 + 56.00*X2 - 0.79*exp(0.32*X1 + 2.23*X2) + 428.02,15,1.4367817434525592
156.28*X1 - 408.71*X2 + 260.70*log(X2) + 991.85 + 9.25/log(X1*X2),18,0.993556668050486
-39.11*X1*X2 + 498.72*X1 - 353.75*X2 + 153.75 + 395.08*X2/X1 - 33.20/(X1*log(X2)),23,0.5909265769587039
547.59*X1**0.50 - 8.09*X2 + 45.58/(X1 - 0.20*X2) + 11.29/(1 - 0.84*X2/X1) + 13.16*X2/X1,27,0.3832921177190878
148.58*X1*X2 - 12.61*X1 - 10.65*X1/log(X2) - 750.20*X2*log(X2) + 652.84*X2 - 99.42*log(X2) - 3.59/(X1*log(X2)),31,0.17821936741649214
(X1*X2*(-51.96*X2*log(X1) + 25.20*X2*log(X2) + 1126.44) - 173.21*X1 + X2**2*(88.83*log(X1) - 516.32*log(X2)) + 12.74)/(X1*X2),33,0.09186445150427568
222.80*X1*X2 + 67.08*X1 - 27.21*X1/log(X2) - 785.80*X2*log(X2) + 366.72*X2 - 37.02*log(X2) + 202.91*X2/X1 - 24.30/(X1*log(X2)),36,0.06716461723122549
274.55*X1*X2 - 445.54*X1*log(X1) + 275.12*X1 + 33.43*X1/log(X2) - 574.05*X2*log(X2) + 188.17*X2 - 21.35*log(X2) - 0.24*log(X1)/X1 + 0.07/(X1*log(X2)),40,0.05964392795849841
289.54*X1*X2 - 450.41*X1*log(X1) + 258.29*X1 + 33.70*X1/log(X2) - 595.12*X2*log(X2) + 193.74*X2 - 23.99*log(X2) + 2.37*log(X1)/X1 + 0.13/(X1*log(X2)),41,0.03644029221966083
