equation,complexity,loss
0,0,292500000.0
98.69*X1,3,38.2433674941961
35.56*X1 + 80.33,5,9.402514031897104
70.39*X1**0.50 + 50.23,7,9.252205847098557
-21.67*X2 + 98.26*exp(0.32*X1),8,6.44860960900355
(55.04*X1 - 124.97)/(0.43*X1 - 1),9,3.4384517859782053
127.16*X1 - 107.82*X2 + 18.24 + 71.82*X2/X1,13,3.128941721985063
118.22 - 1.50/(0.75*X1*X2 - X1) - 10.84*X2/X1,14,1.0861467530789175
100.61*X1 - 36.10*X2 + 2.98 + 70.96*exp(-1.48*X1) + 10.12/(0.92*X2*log(X1) + 1),22,0.9959300278968682
-183.49*X1**0.50 + 132.88*X1 - 2.77*X2*exp(1.07*X1*X2)**0.50 + 12.23*X2 + 162.09,23,0.9033391634964166
(25.71*X2 + (X2 - 0.93)*(86.35*X1**0.50 + 24.56*X1 - 64.66*X2 + 0.33*log(X2) + 33.09))/(X2 - 0.93),24,0.540030455026226
71.44*X1 + 0.94*X1/(1.36*log(X1) - 1) - 3.29*X2 - 17.18*X2/(1.72*log(X1) + 1) + 54.95,25,0.5311588408288703
((0.91*X1 - 1)*(9.10*X1*log(X1) + 124.66*X1 - 93.19*X2*log(X1) - 21.47*X2 + 35.22) + 6.51)/(0.91*X1 - 1),27,0.3435020604531336
-34.32*X1*log(X1) + 125.50*X1*exp(-0.19*X2) - 65.44*X2*log(X1) + 8.65/(0.88*X1 - 1) - 23.54*exp(0.10*X2)/(0.33*X1 - 1),31,0.3262940986700817
((14178119154498.34*X1 + 1)*(38.28*X1**2 - 14.40*X1*X2 - 3.46*X1*log(X1) + 44.66*X1 - 59.80*X2*log(X1) + 21.20) + 181208626786177.19)/(14178119154498.34*X1 + 1),35,0.2532888910091458
(59.13*X2 + (0.39*X1 - 1)*(18.99*X2 + 1)*(111.77*X1*log(X1) + 72.76*X1 - 117.51*X2*log(X1) - 15.51*X2 + 48.52) - 132.35*(0.39*X1 - 1)*log(X1) + 3.11)/((0.39*X1 - 1)*(18.99*X2 + 1)),45,0.2455131100792374
(X1*(11.05*X1 + 1)*(6.32*X1*X2**2*log(X2) - 15.73*X1*X2*log(X2) + 5.27*X1*log(X2) + 84.07*X1 + 5.05) + 569.61*X1 + (11.05*X1 + 1)*(-64.09*X2**2 + 49.94*X2 + 6.32)*log(X2))/(X1*(11.05*X1 + 1)),54,0.19862675853396627
((64.97*X1 - 1)*(64.97*X1*X2**2*log(X2)**2 + 18.81*X1*X2*log(X2)**2 + 3.20*X1*X2*log(X2) - 21.39*X1*log(X2) + 69.11*X1 - 156.19*X2**2*log(X2)**2 - 53.67*X2*log(X2)**2 + 46.81*X2) + 1584.00)/(64.97*X1 - 1),62,0.1861384139533151
