equation,complexity,loss
0,0,292500000.0
98.69*X1,3,32.24066953334985
35.56*X1 + 80.33,5,9.38093884220941
1.42*X2/log(X1) + 131.46,8,6.336673454601144
(53.56*X1 - 122.90)/(0.42*X1 - 1),9,3.49298488373667
177.26 - 78.08*X2/X1 + 16.82/(X1*log(X2)),13,1.783214281135822
96.56*X1 - 45.02*X2 + 34.08 + 8.65*X2/X1**3,15,1.7186881543870243
37.88*X1 + 117.74 - 67.09*X2/X1 + 16.40/(X1*log(X2)),16,0.6873605414036219
36.55*log(X1) + 174.18 - 78.19*X2/X1 + 18.11/(X1*log(X2)),17,0.559091452474941
(X1*(110.85*X1 - 41.28*X2 + 30.31)*log(X1) + (0.91 - 53.56*X2)*log(X1)**2 + 0.00)/(X1*log(X1)),24,0.5136922816711426
50.81*X1 - 15.86*X2**2 + 14.32*X2/log(X2) + 77.02 - 27.86*X2/X1 + 3.40/(X1*log(X2)),27,0.3494049936977239
156.29*X1 - 95.27*X2*log(X2) + 73.14*X2 + 0.48*X2/log(X1) - 17.09*log(X1)*log(X2) - 121.14*log(X1) - 97.82,28,0.2568493717351042
21.69*X1*exp(0.34*X1 - 0.02*X2) - 54.96*X2*log(X2)**2 + 1.10*X2/log(X1) + 1.34*log(X1)*log(X2)**2 + 114.05,31,0.19631027601669856
132.99*X1 + 3.01*X1/log(X1) - 42.85*X2*log(X1)**2 - 101.00*X2*log(X1) + 1.40*X2 + 47.85*log(X1)**2 + 22.35*log(X1),34,0.16326184259516893
131.64*X1*exp(-0.04*X1 - 0.02*X2) - 36.47*X2*log(X1)**2 - 106.81*X2*log(X1) + 75.95*log(X1)**2 + 55.23*log(X1) + 4.00 + 2.31/log(X1),37,0.043620263951600145
111.28*X1 + 69.78*X2*log(1/X2) + 34.47*X2 + 7.28*X2/log(X2) + 0.39*X2/log(X1) + 4.46*log(X1)*log(1/X2) - 63.94*log(X1) - 0.04*log(X1)/log(X2) - 35.53,44,0.01855182770050869
90.39*X1 + 95.54*X2*log(1/X2) + 64.06*X2 + 11.75*X2/log(X2**2) + 0.56*X2/log(X1) - 6.81*log(X1)*log(1/X2) - 35.79*log(X1) - 4.37*log(X1)/log(X2**2) - 32.07,49,0.01736851702417244
