Complexity,Loss,Equation
1,1.1529232457686505,"x₁"
2,0.42831647828673386,"-0.7560975601223482"
4,0.2348764524383982,"-1.3238963297682362 - x₄"
8,0.13759657429520375,"(x₁ - x₃) + (-1.4508319796709692 - x₅)"
10,0.11225936182157113,"((3.787831978317347 - x₃) * x₁) + -3.0521242720547592"
11,0.10079508466534384,"(((x₃ + x₄) * x₅) + x₁) + -1.4025175599193713"
12,0.0,"((x₁ - x₃) + (-1.4018129133098058 - x₅)) * 18.57192371336855"
