0,1,2,3,4,Alestrus
-0.22320587057005303,-1.1025353906063018,-0.5374454071016099,0.13878524756677638,0.31175419485646694,0.0
1.0930873772434282,0.28475428887940324,0.5619884331676046,-1.0203852136773763,-1.1675492008898323,1.0
-0.34944286018557236,-0.7623064859308126,-0.24518257119037593,0.13878461830281139,1.0828115772588633,0.0
-0.10415617776161414,1.7220017436007287,0.503043046808896,0.07254731305406044,-0.37221331969807114,0.0
0.3727125489253749,-0.04613481885447136,0.3237448032098634,-0.523598502408133,0.006418440808773403,0.0
0.40462323427536495,-0.030948408896498712,0.5056702893887605,-0.32488281107809264,-0.4990391491728947,0.0
-0.2078036745877872,0.3485139740468645,-0.06949648443474647,0.2050231820794911,0.09191548432063446,0.0
-0.6194558186487815,0.0849744254113929,-0.38917940483383817,0.5362147424349633,0.8237527801902652,0.0
0.9644307499109539,-0.6077994472687028,0.6764305980110544,-0.9541466499006965,-1.1811809661129826,1.0
-0.017543172495842956,1.3495477221816294,0.5212685868109892,-0.026810532610959725,-0.16124824027822052,0.0
0.10432740978225115,-1.2710361785980822,0.5596894953422532,-0.09304909638764063,-1.1576069413586834,0.0
-1.6771371949745992,-1.082120956800037,-1.616847527968578,1.9272189183695667,1.5088788053216637,0.0
1.1773481734856752,1.0264009096477493,1.2295953214758684,-1.0866237774540572,-1.371464292183323,0.0
0.4326597275088411,2.0455292796004505,0.9253463449858087,-0.4242406567431128,-0.9405340498982608,0.0
-1.8362286917178006,-1.2915058632159837,-1.6171759345225056,1.9934574821462476,1.8485224278583807,0.0
0.7311397407256873,2.5977133461706305,0.9021954291222605,-0.8879093446519456,-1.132396332798778,0.0
-1.1145490019108104,-0.7797341521427452,-1.253653667549179,1.297955708810929,0.7062104469015148,0.0
0.2336951428209891,0.5717513625671836,-0.4118380647015571,-0.5567177842964735,0.7434335964391461,0.0
-0.6177823728176152,-0.9415242279684037,-0.6722474959443304,0.5030954605466229,1.2417761741310784,0.0
1.0561849440675433,1.326603234643536,0.41733458774323606,-1.0535044955657167,-1.1075482338419822,1.0
-0.39969329520757574,-1.1675629819065616,-0.1525779028774452,0.46997680792224855,0.4194854457727057,0.0
