equation,complexity,loss
0,0,305217391.3043478
98.69*X1,3,53.607117997676895
35.56*X1 + 80.33,5,10.926579753904013
(132.54*X1 - 43.55)/(X1 - 0.33),8,7.0631095377654285
(51.71*X1 - 117.28)/(0.43*X1 - 1),9,5.291074276914647
(28.07*X1*X2 - 101.59)/(0.29*X1*X2 - 1),11,4.632937972911044
114.56*X1 - 83.73*X2 + 38.17*exp(0.59*X2/X1),13,2.815485409144957
84.46*X1 - 56.83*X2 + 70.46 + 8.84/(X1*log(X2)),14,2.3975230718070843
110.08*X1 - 58.12*X2 + 430.99*X2*exp(-2.92*X1) + 25.34,15,1.9556266189677967
((0.40*X2 - 1)*(50.86*X1 + 1.25*X2 + 73.01) - 0.51)/(0.40*X2 - 1),16,1.416612337188919
80.32*X1 - 92.34*X2 + 30.47*log(X2) + 131.38 + 6.72/(X1*log(X2)),18,0.8704029417140684
76.75*X1 - 5.51*X2**3 - 17.85*X2 + 60.27 + 6.20/(X1*log(X2)),19,0.7658653950668897
55.84*X1 + 0.69*X1/log(X2) - 47.82*X2 + 84.68 + 21.94/log(X2) - 10.86*X2/X1,23,0.6011344980590166
69.90*X1 - 25.90*X2**2 + 21.71*X2 + 62.65 - 10.22*X2/X1 + 6.88/(X1*log(X2)),24,0.5673041111204448
5.94*X1*X2**3 + 57.15*X1 - 20.82*X2**3 + 17.12*X2 + 63.43 + 5.11/(X1*log(X2)),25,0.4585597107793107
42.87*X1*X2 + 23.94*X1 - 12.37*X2**3 - 28.67*X2 + 85.02 - 0.23*X2/X1 + 6.43/(X1*log(X2)),27,0.33026431136745754
14.99*X1*X2**2 + 41.76*X1 - 5.55*X2**4 - 14.60*X2 + 85.75 - 17.75*X2/X1 + 8.59/(X1*log(X2)),30,0.3267814580211759
70.32*X1*X2*log(X2) - 9.35*X1*log(X2) + 52.49*X1 - 76.66*X2**2*log(X2) + 55.25*X2 - 32.28*log(X2) + 5.83/(X1*log(X2)),34,0.21118153312737964
6.49*X1*X2*log(X2) + 82.79*X1 - 9.01*X2**3*log(X2) + 8.99*X2 - 58.81*exp(-0.99*X1)*log(X2) + 2.66*log(X2)/X1 + 8.42/(X1*log(X2)),38,0.0963977534145867
9.55*X1*X2*log(X2) - 7.48*X1*log(X2) + 87.05*X1 - 19.40*X2**2*log(X2)**2 - 15.14*X2*log(X2) + 7.41*X2 - 9.95*log(X2)/X1 + 8.36/(X1*log(X2)),43,0.09033981304519002
