equation,complexity,loss
0,0,292500000.0
98.69*X1,3,50.820458926907264
35.56*X1 + 80.33,5,10.341310590771743
-21.97*X2 + 98.46*exp(0.32*X1),8,7.358569212718378
(45.71*X1 - 109.25)/(0.41*X1 - 1),9,4.440891189031395
55.82*X1 - 0.17*X2*exp(1.05*X1*X2) + 70.80,12,3.933610225903255
127.23*X1 - 107.87*X2 + 18.21 + 71.83*X2/X1,13,3.504475797838893
48.94*X1*exp(0.05*X2) - 0.04*X2*exp(2.74*X2) + 73.94,14,3.3958624902140038
84.91*X1 - 39.33*X2 + 680.41*X2*exp(-4.57*X1) + 44.99,15,2.007253684814843
((0.87*X2 - 1)*(78.22*X1 - 51.10*X2 + 67.21) + 5.06)/(0.87*X2 - 1),17,1.4086383495010608
((1.03*X2 - 1)*(140.26*X1**0.50 - 62.64*X2 + 28.30) + 23.14)/(1.03*X2 - 1),21,1.2089187807683937
((0.90*X1 - 1)*(131.78*X1 - 92.34*X2*log(X1) - 21.85*X2 + 32.28) + 7.32)/(0.90*X1 - 1),22,0.8133622258379442
128.28*X1**0.25 - 9.38*X1/(0.50*X2 - 1) + 5.83*X1/(1.00*X1 - 1) - 0.12*X2/(0.55*X1 - 1),25,0.6900348829609996
((0.85*X1 - 1)*(4.37*X1*log(X1) + 132.20*X1 - 102.25*X2*log(X1) - 22.33*X2 + 34.46) + 10.15)/(0.85*X1 - 1),27,0.5732350548502614
58.15*X1 - 26.01*X2**2 + 25.36*X2 + 7.02*X2/log(X2) + 65.43 - 16.59*X2/X1 + 4.25/(X1*log(X2)),30,0.2439159925015089
91.68*X1 - 12.06*X2**2 - 9.09*X2*log(X1) - 19.86*X2 + 13.11*X2/log(X2) - 0.61*log(X1)/log(X2) + 0.74 + 19.15/X1,33,0.07449497845867442
109.41*X1 - 14.61*X2**2 - 11.04*X2*log(X1) - 14.69*X2 + 11.31*X2/log(X2) - 20.25*log(X1) - 2.38*log(X1)/log(X2) - 5.24 + 11.05/X1,39,0.05708186257460491
115.99*X1 - 17.49*X2**2 + 10.18*X2*log(1/X1) - 6.47*X2 + 10.06*X2/log(X2) + 28.43*log(1/X1) + 3.28*log(1/X1)/log(X2) - 12.00 + 9.44/X1,45,0.05411606082647847
