equation,complexity,loss
0,0,292500000.0
504.23*X1,3,49.33602711661829
122.27*X1 + 486.00,5,9.773596221283606
-60.50*X2 + 536.22*exp(0.22*X1),8,6.7996078519900465
(226.88*X1 - 583.21)/(0.40*X1 - 1),9,3.9809358939794888
232.79*X1 - 0.10*exp(0.38*X1**3*X2) + 420.46,12,3.338089138969393
-101.62*X1*X2 + 322.89*X1 + 433.40 + 0.87/log(X1),13,2.1986190810887183
385.25*X1 - 35.17*X2*exp(0.98*X1) + 35.15*X2 + 358.55,14,2.153267914877698
-101.01*X1*X2 + 325.86*X1 + 426.13 - 1.97/log(X1*X2),15,1.7193929822175047
((0.41*X2 - 1)*(174.56*X1 + 11.22*X2 + 427.55) - 10.26)/(0.41*X2 - 1),17,1.2204364227339697
492.56*X1 - 447.68*X2 + 143.37 + 456.35*X2/X1 - 37.74/(X1*log(X2)),19,0.899197494930772
94.87*X1 - 179.26*X2 + 770.80 + 87.00/(X2*log(X2)) - 31.48/(X1*log(X2)),20,0.7951423634370706
553.82*X1**0.25 + 45.82*X1 - 33.41/(0.09*X1*X2**2 - 1) + 3.12/(0.85*X2 - 1),23,0.5894167579431256
149.62*X1 - 133.66*X2 + 491.78 + 81.64/log(X2) + 23.35*X2/X1 - 23.34/(X1*log(X2)),24,0.5390059922943332
223.80*X1 - 267.47*X2 + 580.85 + 63.20/(X2*log(X2)) + 135.81*X2/X1 - 34.31/(X1*log(X2)),25,0.41512898431580697
588.95*X1**0.50 - 14.52*X1 + 30.34*X2/(1 - 0.35*X2**0.50/X1) - 62.64*log(X2) + 5.73/(0.39*X2 - 1),29,0.2466059388560373
(-46.56*X1 + (-23.46*X1*log(X1) + 527.94*X1 - 6.10*X2*exp(1.45*X2) + 85.02*X2 - 203.00*log(X1) + 74.69)*log(X2) + 32.60)/log(X2),34,0.1737571619662984
103.58*X1*X2 + 31.82*X1 - 54.79*X2**3 + 201.46*X2 - 27.46*X2/log(X2) + 490.13 - 43.82*X2**2/X1 + 18.35/(X1*log(X2)),36,0.15829801719173853
-378.38*X1*log(X1) + 681.42*X1 + 18.02*X1/log(X2) - 27.72*X2*exp(0.72*X2) + 49.47*X2 - 45.36 - 51.79*log(X1)/X1 + 8.72/(X1*log(X2)),37,0.0676149848728936
24.93*X1**2 - 59.85*X1*X2**2 - 113.54*X1*log(X1) + 504.85*X1 - 27.03*X1/log(X2) + 159.17*X2 + 79.08 - 25.57*X2**2/X1 - 55.93*log(X1)/X1 + 12.46/(X1*log(X2)),49,0.03340778638961415
