equation,complexity,loss
0,0,280800000.0
98.69*X1,3,38.70880799028218
35.56*X1 + 80.33,5,3.2087624960690335
72.54*exp(X1*(0.76 - 0.23*X2)),7,2.19854228106175
-32.10*X1*X2 + 97.78*X1 + 64.27,9,2.14447578066437
56.73*X1 - 0.38*exp(2.22*X2) + 74.76,10,1.692646537378926
57.96*X1 - 1.05*exp(1.84*X2) + 77.34,11,1.6423470165803267
50.88*X1 - 130.10*X2 + 80.31*log(X2) + 235.66,12,1.469807155846941
65.68*X1 - 55.61*X2 + 75.39 + 19.70/log(X2),13,1.0718776699285126
-55.68*X2 + 63.47*log(X1) + 157.96 + 19.80/log(X2),14,0.6151759149903842
44.90*X1*log(X1) + 105.61*X1 - 58.34*exp(0.61*X2)*log(X1),15,0.42790161139384764
(X1*(123.44*X1 - 28.48*X2**2 - 48.83) + 41.40*X2 + 25.91)/X1,18,0.2385010833465443
(X1*(125.70*X1 - 20.71*X2**2 - 31.64*X2 - 32.44) + 51.60*X2 + 18.97)/X1,21,0.13477558026114853
122.32*X1 - 20.71*X2**2 - 29.92*X2 - 17.04 + 50.60*X2/X1 + 5.26/X1**2,24,0.11524590635309524
(X1*(36.83*X1*X2 + 58.53*X1 - 47.35*X2**2 - 2.64*X2 + 22.95) + 45.18*X2 + 7.40)/X1,25,0.08450457078930729
(X1*(-103.34*X1**0.25 + 128.50*X1 - 66.94*X2*log(X2) + 12.67*log(X2) + 48.20) + 26.73*X2 + 23.46)/X1,27,0.0838968225509979
184.07*X1 - 31.19*X2**2 - 22.62*X2*log(X1) + 40.97*X2 - 91.35*log(X1) - 8.63*log(X1)/log(X2) - 79.57,29,0.06154192423545452
5.82*X1*log(X1) + 117.16*X1 - 50.14*X2**2 + 77.76*X2 - 19.33*log(X1)/log(X2) - 20.97 - 8.41*log(X1)/X2,31,0.059943074297279644
41.20*X1*log(X1) + 85.29*X1 - 25.71*X1*log(X1)/X2 - 56.19*X2**2 + 94.59*X2 - 17.68*log(X1)/log(X2) - 1.01,32,0.039114841650960776
-18.65*X1*log(X1) + 123.84*X1 + 19.69*X1*log(X1)**2/X2 - 43.94*X2**2 + 65.96*X2 - 17.55*log(X1)/log(X2) - 21.24,34,0.03287766113990455
(X2*(2.83*X1 + 1)*(32.52*X1*log(X1) + 69.07*X1 - 47.04*X2**2 + 72.14*X2 + 28.22)*log(X2) - 16.23*X2*(2.83*X1 + 1)*log(X1) - 10.63*log(X1)*log(X2))/(X2*(2.83*X1 + 1)*log(X2)),48,0.026360403492581504
