equation,complexity,loss
0,0,292500000.0
98.69*X1,3,39.412234328644544
35.56*X1 + 80.33,5,3.4954618656315355
150.39*X1**0.25 - 20.13*X2,8,3.066946295822904
-32.10*X1*X2 + 97.79*X1 + 64.24,9,2.2646349522287696
58.44*X1 - 2.66*X2**4 + 74.49,10,1.750309616444822
50.68*X1 - 131.47*X2 + 81.39*log(X2) + 238.16,12,1.5189628860257454
65.68*X1 - 55.61*X2 + 75.39 + 19.71/log(X2),13,1.1109967971657981
-55.73*X2 + 63.51*log(X1) + 158.03 + 19.80/log(X2),14,0.6726301343063126
-64.58*X2 + 19.17*X2/log(X2) + 62.78*log(X1) + 149.78,15,0.6676464819407277
61.46*X1 - 51.85*X2 + 77.86 + 18.61/log(X2) - 0.15/X1,16,0.612080179777902
83.07*X1 - 56.20*X2 - 17.43*log(X1) + 53.58 + 20.43/log(X2),17,0.5077418612518488
67.60*X1 - 53.34*X2 - 1.96*log(X1*X2) + 69.24 + 20.03/log(X2),18,0.3854175687944315
(X1*(71.75*X1*X2 - 65.90*X2**2 + 89.39) + 44.89*X2 - 8.44)/X1,19,0.261716995082627
(X1*(93.31*X1 - 26.80*X2**2 + 0.57*X2 + 17.92) + 34.70*X2 + 5.88)/X1,20,0.24677434348136
(X1*(126.29*X1 - 20.24*X2**2 - 32.74*X2 - 33.40) + 51.75*X2 + 19.42)/X1,21,0.18139571065805682
(X1*(121.72*X1 - 22.58*X2**2 - 23.79*X2 - 14.19) + 49.90*X2 - 12.65*log(X1))/X1,23,0.14402019044598366
(X1*(33.81*X1*X2 + 41.17*X1 - 51.82*X2**2 + 33.25*X2 + 41.66) + 24.85*X2 + 4.66)/X1,25,0.13220405602098415
83.33*X1*X2 + 54.66*X1 - 23.37*X2**2 - 87.80*X2*log(X1*X2) + 50.33*X2 - 18.81*log(X1*X2) - 37.98,28,0.11362510174821379
52.95*X1*X2 + 54.68*X1*exp(0.35/X1) - 22.37*X1*log(X1) - 65.09*X2**2 + 35.94*X2*exp(0.54/X1) + 4.74*X2*log(X1),33,0.08321031052695142
(X1*(94.07*log(X1) + 48.75*log(X2) + 104.02) + 25.54*X2*log(X1) - 215.66*X2*log(X2) + 73.14*X2 - 23.15*log(X1) + 18.71*log(X2) + 9.27)/X1,36,0.07770840233610259
62.28*X1*X2 - 45.48*X1*log(X1) + 41.69*X1 - 38.76*X2**2*log(X1*X2) + 57.31*X2*log(X1)*log(X1*X2) - 30.89*X2 + 16.52*log(X1) + 47.36,37,0.027932664427986798
56.44*X1*X2 - 20.07*X1*log(X1) + 38.70*X1 - 34.31*X2**2*log(X1*X2) + 46.35*X2*log(X1)*log(X1*X2) - 30.34*X2 - 13.91*log(X1) + 52.39 + 2.95*log(X1)/X2,43,0.014238692432478361
