equation,complexity,loss
0,0,305217391.3043478
98.69*X1,3,35.461687431370336
82.32*exp(0.31*X1),5,10.132373521888786
14.54*X1**2 + 93.49,7,9.96002200072987
1.61*X2/log(X1) + 131.15,8,6.745586032251734
(38.81*X1 - 102.17)/(0.40*X1 - 1),9,4.394348049054846
(45.37*X1*X2 - 104.42)/(0.39*X1*X2 - 1),11,4.249438539121077
60.16*X1 - 1.97*X2*exp(1.23*X2) + 77.20,12,4.179565808969912
368.50*X2**0.50 - 195.03*X2 + 3.94/log(X1),13,3.1034733038160356
-30.74*X1*X2 + 0.35*X2/log(X1) + 89.00*exp(0.52*X1),14,1.7675267287536776
122.53*X1 - 72.69*X2 + 368.95*X2*exp(-2.38*X1) + 21.33,15,1.2467638554778921
29.02*X1 + 310.07*X2**0.50 - 178.97*X2 + 2.80/log(X1),16,1.22934440076057
33.12*X1 - 80.34*X2 + 239.18 + 2.63/log(X1) - 21.53/X2,17,0.8902092804880597
37.75*X1 - 138.62*X2 + 1.37*X2/log(X1) + 94.62*log(X2) + 270.44,18,0.6192488573781498
123.73*X1 - 108.16*X2 + 27.63 - 28.01/(7.98*X1 + 1) + 70.85*X2/X1,20,0.4818828704393861
197.09*X1 - 89.41*X2*log(X1) - 15.52*X2 - 65.44*log(X1) - 65.26 + 1.39/log(X1),22,0.4498537204270612
79.39*X1 - 35.86*X2 + 461.18*X2*exp(-1.08*X2) - 40.31*log(X1) - 34.76 + 1.59/log(X1),24,0.2925665450002408
((0.80*X1 - 1)*(139.87*X1 - 91.05*X2*log(X1) - 22.07*X2 - 18.46*log(X1) + 20.71) + 11.10)/(0.80*X1 - 1),26,0.13107447796627508
46.98*X1*X2 - 133.80*X2*log(X2) + 40.64*X2 + 7.55*X2/log(X2) + 37.46 - 4.65*log(X2)/X1 - 6.77/X1 + 2.08/(X1*log(X2)),36,0.08642967231270215
((0.56*X1 - 1)*(0.56*X1*X2 + 60.93*X1*log(X1) + 107.68*X1 + 5.17*X2**2 - 93.14*X2*log(X1) - 28.82*X2 - 47.90*log(X1) + 10.00) + 0.92)/(0.56*X1 - 1),38,0.06531967673939663
((12.83*X1 - 1)*(51.34*X1*X2 + 28.99*X1*log(X1) + 36.48*X1 - 47.34*X2**2 - 63.17*X2*log(X1) + 34.57*X2 - 19.23*log(X1) + 45.18) + 12.49)/(12.83*X1 - 1),42,0.06500796015538116
((1.57*X1 - 1)*(3.85*X1 + 1)*(118.82*X1**0.50 + 7.27*X1*X2*log(X1) - 30.86*X1*X2*log(X2) + 42.74*log(X1) - 10.05*log(X2)) + 45.58*(1.57*X1 - 1)*log(X2) + 35.71*(3.85*X1 + 1)*log(X1))/((1.57*X1 - 1)*(3.85*X1 + 1)),56,0.06211340078937245
