equation,complexity,loss
0,0,292500000.0
504.23*X1,3,43.33332915578444
122.27*X1 + 486.00,5,9.752021031875472
555.61*exp(0.18*X1) - 59.08,7,9.603823761478395
-60.39*X2 + 536.16*exp(0.22*X1),8,6.74482690660103
(231.85*X1 - 587.25)/(0.40*X1 - 1),9,3.9483646501420804
196.39*X1 - 0.75*X2*exp(1.00*X1*X2) + 448.34,11,2.343840816379442
201.78*X1 - 21.74*X2**3 + 474.95 - 0.32/log(X1),14,2.135739517195216
328.19*X1 - 219.07*X2 + 534.58*X2*exp(-1.24*X1) + 357.55,15,1.7710696627462674
201.33*X1 - 21.67*X2**3 + 476.46 - 1.05/log(X1*X2),16,1.3983528279439164
((0.48*X1 - 1)*(183.85*X1 + 20.81*X2 + 454.95) + 6.49)/(0.48*X1 - 1),17,1.3348254429579514
158.12*log(X1) + 664.09 - 22.85/(0.43*X2 - 1) + 7.92/(1.00*X1 - 1),18,0.9036759388583436
167.73*X1 - 25.76*X2 + 434.84 + 18.96/log(X2) - 15.50/(0.21*X1*X2 - 1),20,0.6763533685899378
550.93*X1**0.50 - 98.05*exp(0.46*X2)*log(X1) + 40.44*exp(-0.31*X1) - 27.66/(0.27*X1*X2 - 1),24,0.48005266968324367
(15.60*X2 + (0.41*X1*X2 - 1)*(618.53*X1**0.50 + 32.99*exp(0.27*X1) - 70.15*exp(0.88*X2)*log(X1)))/(0.41*X1*X2 - 1),29,0.46743473633254645
((0.40*X2 - 1)*(586.50*X1**0.50 + 102.11*X1 - 179.05*X2 - 228.79*log(X1) + 134.56*log(X2) + 157.87) - 2.02)/(0.40*X2 - 1),30,0.43049704554218265
707.99*X1**0.50 - 81.39*exp(0.86*X2)*log(X1) + 6.29*exp(-2.10*X1) + 37.43/(0.72*X1*X2 - 1) + 0.99/(1.05*X1 - 1),31,0.23119716141926452
572.99*X1**0.50 + 3.95*X1**2 + 39.65*X1 - 117.53*exp(-0.05*X2)*log(X1) - 12.93/(1.63*X1*X2 - 1) + 1.98/(0.49*X1 - 1),34,0.18542293693251044
617.50*X1**0.50 + 21.32*X1**2 - 85.78*exp(0.84*X2)*log(X1) + 2.24/log(X1) + 26.67/(0.18*X1*X2 + 1) + 11.10/(0.62*X1 - 1),35,0.10733768203228705
